,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for 2 people)
480,Ayodhya Upachar,Yes,No,4.3 out of 5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
481,Biriyani Mane,Yes,No,3.8 out of 5,"Biryani, Chilli Chicken, Neer Dosa",400
482,Cafe Ajfan,Yes,No,4.2 out of 5,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",700
483,Brundhavana Food Point,Yes,No,4.0 out of 5,Biryani,300
484,SLV Corner Restaurant,Yes,No,4.1 out of 5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",550
487,The Krishna Grand,Yes,No,3.9 out of 5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
489,Roti Ghar,Yes,No,3.9 out of 5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
493,Baisakhi,Yes,No,3.8 out of 5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500
495,Poonam Sweets,No,No,4.4 out of 5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150
502,Polar Bear,Yes,No,3.9 out of 5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
518,Floured-Baked With Love,No,No,3.8 out of 5,"Cup Cake, Chocolate Cake",400
535,Sri Venkateshwara Sweet Meat Stall,No,No,4.0 out of 5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400
547,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7 out of 5,Masala Dosa,400
561,Jcubez,No,Yes,3.8 out of 5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries","1,300"
579,Chung Wah,Yes,No,3.9 out of 5,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",900
607,Iyer's Tiffin Centre,No,No,3.8 out of 5,"Kesari Bath, Masala Dosa",150
618,Beijing Bites,No,No,2.7 out of 5,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",850
630,Pizza Hut,Yes,No,3.7 out of 5,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade",750
632,Taaza Thindi,No,No,4.7 out of 5,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",100
643,Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4 out of 5,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",100
647,Messy Bowl,No,No,3.8 out of 5,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi",500
666,Hotel Mangala,No,No,3.9 out of 5,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",250
672,SLV Swadishta,No,No,3.8 out of 5,"Coffee, Jeera Rice, Masala Dosa, Neer Dosa",300
678,New Sagar Fast Food,No,No,3.6 out of 5,"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup",250
690,Pizza Stop,Yes,No,3.0 out of 5,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza",600
696,SLV Refreshment,No,No,4.1 out of 5,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",100
761,Kavali,No,No,4.0 out of 5,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa",300
766,Ranganna Military Hotel,No,No,4.2 out of 5,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken",350
769,Vidyarthi Bhavan,No,No,4.4 out of 5,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",150
770,Bharjari Oota,No,No,3.9 out of 5,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",350
779,Soho Bar & Grill,No,No,2.7 out of 5,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","1,100"
782,Bhavani Restaurant,No,No,3.9 out of 5,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali",300
784,Zephyr,No,No,3.9 out of 5,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian",650
786,Hotel Dwarka,No,No,4.2 out of 5,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",250
788,Ma-Arya Family Restaurant,No,No,3.7 out of 5,"Mutton Biryani, Crispy Fried Chicken",600
793,Udupi Sri Krishna Bhavan,No,No,4.1 out of 5,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",600
799,Ice Thunder,No,No,3.8 out of 5,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers",300
801,Upahara Darshini,No,No,4.2 out of 5,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",150
802,Mahalaxmi Tiffin Room,No,No,4.1 out of 5,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",100
804,Sandwichwallas,Yes,No,4.0 out of 5,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",200
812,Basavanagudi Mylari,No,No,4.0 out of 5,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",300
817,Pramukh Family Restaurant,No,No,3.9 out of 5,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts",700
819,Vybhava,No,No,3.8 out of 5,"Masala Dosa, Idli, Vada Sambar",250
820,Shree Venkateshwara North Karnataka Hotel,No,No,4.0 out of 5,"Buttermilk, Jolada Rotti",200
830,Belly Squad Food Truck,No,No,3.8 out of 5,"Biryani, Momos, Rolls",300
863,Deja Vu Resto Bar,Yes,Yes,4.4 out of 5,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900
864,Fattoush,Yes,Yes,4.2 out of 5,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","1,000"
865,Empire Restaurant,Yes,No,4.3 out of 5,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken",750
866,Abhiruchi Hotel,Yes,No,3.3 out of 5,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice",550
868,Barbeque Nation,No,Yes,4.7 out of 5,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","1,600"
869,Sattvam,No,No,4.3 out of 5,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","1,200"
870,24th Main,No,Yes,4.1 out of 5,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800
871,Zaitoon,Yes,Yes,4.1 out of 5,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","1,000"
873,Oye Amritsar,Yes,Yes,3.8 out of 5,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka","1,000"
874,Melt - Eden Park,Yes,Yes,4.0 out of 5,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","1,000"
876,Spice Code,No,Yes,4.0 out of 5,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani","1,000"
877,The Onyx - The HHI Select Bengaluru,No,No,3.3 out of 5,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",950
879,Sankranthi Veg Restaurant,Yes,No,3.0 out of 5,"Tea, Vada Sambar, Masala Dosa",600
881,Cafe Kabana,No,Yes,4.0 out of 5,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",700
882,Butterly,Yes,No,3.9 out of 5,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",450
884,Black Mug Cafe,Yes,No,3.7 out of 5,Coffee,300
885,#refuel,Yes,No,3.7 out of 5,"Thick Shakes, Sandwiches, Pasta, Mocktails",400
886,WAFL,Yes,No,3.9 out of 5,Waffles,400
887,Vaho Kafe & Pressery,No,No,3.9 out of 5,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500
888,Dreamcatcher,Yes,No,3.9 out of 5,"English Breakfast, Sandwiches",600
890,Cafe Arabica,No,No,3.8 out of 5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700
893,Kalmane Koffees,No,No,3.9 out of 5,"Brownie, Filter Coffee",350
895,Brews N Bites,Yes,No,2.7 out of 5,Thin Crust Pizza,650
902,Slate Cafe,Yes,No,4.1 out of 5,"Pasta, Sandwiches",600
903,Dialogues,No,No,4.0 out of 5,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries",600
905,Mudpipe Cafe,Yes,Yes,3.9 out of 5,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers",800
907,TAB - Take A Break,No,No,4.1 out of 5,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
908,Biggies Burger 'n' More,Yes,No,4.1 out of 5,"Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges",650
909,Onesta,Yes,Yes,4.4 out of 5,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600
910,Cafe Potpourri,Yes,No,3.7 out of 5,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",400
912,Vinaya Coffee Moments,Yes,No,3.7 out of 5,"Filter Coffee, Pizza, Pasta",450
915,Cuppa,No,No,3.4 out of 5,"Coffee, Potato Wedges, Tea",550
919,Skytouch Le Cafe,Yes,No,3.7 out of 5,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles",700
920,Woodee Pizza,Yes,No,2.7 out of 5,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes",500
922,eat.fit,Yes,No,4.5 out of 5,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
923,Sai Abhiruchi,Yes,No,3.7 out of 5,"Dum Biryani, Dal Fry, Paneer Biryani",800
924,Capsicum Family Restaurant,Yes,No,3.8 out of 5,Mutton Biryani,800
927,Easy Bites,Yes,No,4.1 out of 5,"Sandwich, Crispy Chicken, French Fries",300
928,Hiyar Majhe Kolkata,Yes,No,4.0 out of 5,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali",400
932,Sri Lakshmi Dhaba,Yes,No,2.9 out of 5,"Paratha, Shahi Paneer",250
933,XO Belgian Waffle,Yes,No,4.5 out of 5,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",400
934,Swadista Aahar,Yes,No,4.1 out of 5,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",300
936,Al-Bek,Yes,No,3.6 out of 5,"Chicken Grill, Biryani",300
937,Aniram's,Yes,No,4.1 out of 5,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala",500
938,Punjabi Nawabi,Yes,No,3.8 out of 5,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",400
940,Swad Punjab Da,Yes,No,4.0 out of 5,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",150
941,BOX8- Desi Meals,Yes,No,4.1 out of 5,"Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches",500
942,Roti Wala,Yes,No,4.0 out of 5,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",300
943,Midnight Mania,Yes,No,4.1 out of 5,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake",700
944,Kitchens@JP Nagar,Yes,No,3.9 out of 5,Vegetable Biryani,400
945,Krishna Kuteera,Yes,No,4.0 out of 5,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori",400
946,Apna Punjab,Yes,No,3.6 out of 5,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",450
947,Paratha Junction,Yes,No,2.9 out of 5,"Paratha, Kadai Paneer",300
948,Nellore Bhojanam,Yes,No,3.1 out of 5,Biryani,250
949,Momoz,Yes,No,4.0 out of 5,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo",600
950,Kalingas,Yes,No,3.9 out of 5,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali",250
951,Kanteen The Eatery,Yes,No,3.9 out of 5,"Chole Bhature, Pav Bhaji, Misal Pav",400
952,Kullad Cafe,Yes,No,3.9 out of 5,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea",200
953,Donne Biriyani House,Yes,No,3.3 out of 5,"Biryani, Kshatriya Kebab",350
954,Litti Twist,Yes,No,4.1 out of 5,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai",300
955,FreshMenu,Yes,No,3.3 out of 5,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants",450
956,Shanthi Sagar,Yes,No,3.6 out of 5,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer",400
957,Cakebuy,Yes,No,3.9 out of 5,Chocolate Truffle,350
958,Five Star Chicken,Yes,No,3.9 out of 5,Fries,300
961,Corner House Ice Cream,Yes,No,4.4 out of 5,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee",400
967,Behrouz Biryani,Yes,No,4.0 out of 5,"Gulab Jamun, Vegetable Biryani, Mint Raita",650
971,Hind Ka Chulah,Yes,No,3.8 out of 5,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan",600
974,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6 out of 5,"Fruit Custard, Russian Cutlet",300
975,Pizza Hut,Yes,No,2.7 out of 5,Prompt Service,750
984,Subway,Yes,No,3.2 out of 5,Salad,600
986,Biryani Durbar,Yes,No,3.7 out of 5,"Chicken Biryani, Chicken Kebab",400
989,Mahesh Friends Food Center,Yes,No,2.9 out of 5,Lassi,300
991,Kabab Magic,Yes,No,4.0 out of 5,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll, Pulpy Grape Juice",400
993,Burger King,Yes,No,3.8 out of 5,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings",600
994,Dadi's Dum Biryani,Yes,Yes,4.0 out of 5,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda",800
996,Alankrutha,Yes,No,3.9 out of 5,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani",500
997,Paradise,Yes,No,4.0 out of 5,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani",800
999,Mughlai Kitchen,Yes,No,3.5 out of 5,"Momos, Oreo Shake",600
1000,Andhra Ruchulu,Yes,Yes,4.2 out of 5,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani",800
1008,Adithya,Yes,No,4.0 out of 5,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea",300
1009,Cheesiano Pizza,Yes,Yes,4.0 out of 5,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza",700
1011,Le Arabia,Yes,No,NEW,Chicken Biryani,600
1013,KFC,Yes,No,3.9 out of 5,"Burgers, Wings, Fries, Rice Bowl, Popcorn Chicken, Zinger Burger, Chicken Snacker",400
1014,Dande's Hyderabad Biryani,Yes,No,3.8 out of 5,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani",700
1016,Upahara Bhavan,Yes,No,3.8 out of 5,"Masala Dosa, Idli, Coffee, Vada, Set Dosa",300
1018,Shuddh Desi Khana,Yes,No,4.0 out of 5,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",400
1023,Aramane Donne Biriyani,Yes,No,3.9 out of 5,"Egg Biryani, Donne Biryani",300
1025,Mani's Dum Biryani,Yes,No,4.2 out of 5,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani",750
1026,Amontron,Yes,No,3.9 out of 5,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",650
1028,Birinz,Yes,No,4.1 out of 5,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Tomato Soup, Mutton Biryani, Butter Chicken Biryani, Paneer Biryani",700
1029,Just Shawarma,Yes,No,3.6 out of 5,"Fries, Whole Meat Shawarma",300
1030,Hyderabadi Bawarchi,Yes,No,3.2 out of 5,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani",500
1031,Fish Chain,Yes,No,3.9 out of 5,Fish Curry,250
1032,Prasiddhi Food Corner,Yes,No,3.7 out of 5,Coffee,200
1034,Hyderabad Biryaani House,Yes,No,3.6 out of 5,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice",550
1035,Galito's,Yes,No,4.6 out of 5,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","1,000"
1040,Rajdhani Thali Restaurant,Yes,Yes,3.9 out of 5,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk",900
1041,PHEW (Play Hard Eat Wild),Yes,Yes,3.9 out of 5,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",700
1045,Chicken County Grand,Yes,No,3.9 out of 5,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",650
1046,Roll Over,Yes,No,4.1 out of 5,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",500
1049,Savoury - Sea Shell Restaurant,Yes,Yes,3.9 out of 5,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food",900
1051,Firangi Bake,Yes,No,4.0 out of 5,Lasagne,600
1053,Kundana,Yes,No,3.7 out of 5,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800
1055,The Shawarma Shop,Yes,No,4.1 out of 5,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",250
1058,Faasos,Yes,No,3.9 out of 5,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls",500
1059,Punjabi Food Corner,Yes,No,3.0 out of 5,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha",400
1060,Mealer.in,Yes,No,4.0 out of 5,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka",450
1061,Pathaan Sir,Yes,No,3.9 out of 5,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll",250
1062,Cold Stone Creamery,Yes,No,3.9 out of 5,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400
1064,Amritsari Kulcha Land,Yes,No,4.1 out of 5,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",300
1065,Chokha Chowka,Yes,No,3.9 out of 5,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",400
1066,Gorbandh,Yes,No,4.1 out of 5,"Aloo Paratha, Samosa, Kachori, Poha, Chaat",400
1067,Grills & Rolls,Yes,No,2.5 out of 5,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice",400
1068,Bathinda Junction,Yes,No,3.9 out of 5,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",600
1069,Stories,Yes,Yes,4.2 out of 5,"Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","1,200"
1072,Kanti Sweets,Yes,No,4.0 out of 5,"Rasmalai, Pav Bhaji",400
1076,Seasons,Yes,Yes,3.8 out of 5,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","1,000"
1078,Chung Wah,Yes,No,4.0 out of 5,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll",800
1081,Marwa Restaurant,Yes,Yes,3.5 out of 5,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry",600
1083,Shanghai Court,Yes,No,4.2 out of 5,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",700
1086,Bhojohori Manna,Yes,No,3.7 out of 5,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi",650
1088,Hunger Bee,Yes,No,3.8 out of 5,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar",500
1089,Yum In My Tum,Yes,No,4.1 out of 5,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice",300
1093,Biryani Miya,Yes,No,3.7 out of 5,Chicken Biryani,600
1096,Chulha Chauki Da Dhaba,Yes,No,4.2 out of 5,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",800
1100,Magix's Parattha Roll,Yes,No,3.7 out of 5,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400
1101,Elegant Dining,Yes,Yes,3.6 out of 5,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala",700
1104,Waffle Head,Yes,No,4.0 out of 5,"Marshmallow, Chocolate Waffles",300
1107,Basmati Delights,Yes,No,4.0 out of 5,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani",500
1109,Samosa Singh,Yes,No,4.0 out of 5,"Samosa, Chicken Chettinad, Murgh Makhani",200
1110,Cravings,Yes,No,3.7 out of 5,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole",400
1113,Matka,Yes,No,3.7 out of 5,Biryani,500
1114,Punjabi Swag,Yes,No,3.9 out of 5,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",500
1115,Taco Bell,Yes,No,3.7 out of 5,"Tacos, Fries, Nachos, Burrito",600
1118,Mother's Rasoi,Yes,No,3.8 out of 5,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali",250
1119,Dosa Bazaar,Yes,No,4.0 out of 5,"Cheese Dosa, Tea, Pizza Dosa",200
1121,The Bong Palate,Yes,No,3.8 out of 5,"Mutton Kosha, Basanti Pulao, Chicken Biryani",300
1124,Upahara Darshini,Yes,No,4.0 out of 5,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup",400
1127,Bikaner Jn,Yes,No,3.9 out of 5,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",300
1128,Crunch Pizzas,Yes,No,2.6 out of 5,"Pie, Thin Crust Pizza, Cheesy Pizza, Pepperoni Pizza, Paneer Pizza",600
1131,Kakal-Kai Ruchi,Yes,No,3.7 out of 5,"Masala Dosa, Babycorn Manchurian, Filter Coffee, Chaat, Dahipuri, Masala Papad, Raagi Dosa",500
1133,Calorie Express,Yes,No,3.6 out of 5,Chicken Sandwich,450
1135,BANGALORE BOX,Yes,Yes,4.2 out of 5,"Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta","1,500"
1139,Ovenstory Pizza,Yes,No,4.0 out of 5,Cheesy Pizza,750
1143,Chavadi,Yes,Yes,4.4 out of 5,"Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles","1,200"
1144,Nanna Munna Paratha House,Yes,No,4.0 out of 5,"Paratha, Palak Paneer",300
1145,Cucumber Town,Yes,No,4.2 out of 5,"Appam, Chicken Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam, Sea Food",600
1151,Brewsky,Yes,Yes,4.4 out of 5,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails","1,600"
1152,Chefeana,Yes,No,4.0 out of 5,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",400
1153,Bangaliana,Yes,No,2.9 out of 5,"Masala Prawn, Mutton Kosha, Thali, Mutton Curry, Luchi, Fish Cutlet, Bengali Pulao",600
1154,Gud Dhani,Yes,No,4.0 out of 5,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",500
1156,McDonald's,Yes,No,4.0 out of 5,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap",500
1159,Deejas Kitchen,Yes,No,3.9 out of 5,"Pothichoru, Roast Chicken, Fish Fry",400
1160,Pancuzzi,Yes,No,4.2 out of 5,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake",600
1162,Zhang's - Chinese Restaurant,Yes,No,4.1 out of 5,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",700
1163,Shagun Sweets & Foods,Yes,No,3.5 out of 5,"Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji",400
1165,Dev's Gugababa,Yes,No,3.5 out of 5,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto",500
1166,Oogway Express,Yes,No,3.9 out of 5,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",600
